DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA
DIAMICRON MR,30MG CX 60 COMP,1,"136,2700043","109,0199966",0,"95,65000153"
CLOB-X,"0,5mg/g locao derm fr 59ml",2,"135,9700012","108,7700005",0,"51,88999939"
ACETATO DE DEXAMETASONA,1mg/g creme derm bg 10g,15,"135,6000023","81,35000134",9,"2,613300085"
PLENANCE 10MG 30 COMP,10mg cx 30 comp rev,2,"135,3999939","108,3199997",0,"47,5"
"CABEREDUX 0,5MG 2 COMP","0,5mg cx 2 comp",2,"135,1000061","108,0800018",0,"46,41500092"
MANITOL 20% 500ML EQUIPLEX,,6,135,126,0,"14,52000046"
MEDIDOR DE PRESSAO DE BRACO MB050 INCOTERM,,1,135,135,0,"109,9899979"
OLMETEC ANLO 40/10MG 30 COMP,40+10mg cx 30 comp,1,"134,8200073","107,8600006",0,"97,51999664"
MAXALGINA 100ML INF C/SERINGA - NATULAB LABORATORI,,6,"134,4599991","67,19999886",-1,"5,440000057"
PROVANCE,,5,"134,3999958","112,8799992",2,"23,56999969"
ADDERA D3,7.000ui comp rev x 4,5,"134,3100014","112,7900009",6,"22,35000038"
GLAUCOTRAT,"0,5 SOL FR X 5ML",12,"134,0400009","107,1899958",1,"8,06000042"
AGUA OXIG FARMAX 10 VOL C/ 100ML,,67,134,134,69,"1,25"
VASOPRIL PLUS 10/25 MG.C/30 COMPR.,10/25 MG.C/30 COMPR.,3,"133,8900032","107,1000023",-1,31
CONCARDIO,"5,0mg cx 30 comp rev",2,"133,6000061","106,8799973",0,"48,31999969"
ABLOK PLUS,"50+12,5mg cx 60 comp",2,"133,340004","106,6699982",0,"44,84999847"
BUSCOPAN GOTAS 20 ML,COMUM GTS 20 ML,9,"132,9399986","106,3500023",2,"10,89999962"
MIRTAX,5MG CX 15 COMP,6,"132,4000015","105,9199982",5,"16,52000046"
BIMATOPROSTA 5ML EMS,"0,3mg fr 5ml",1,"132,3999939","66,19999695",0,"54,97000122"
"ATADURA CREPE 12CM X 1,8M PCT 12 UN",,6,132,99,10,15
PAMP SUPERSEC PCTAO M 30UN,,6,132,132,4,"17,66830063"
NIMESULIDA 100MG 12 COMP,100mg 1bl x 12cpr,9,"131,7600031","65,88000154",3,"2,914999962"
GINKGO BILOBA CATARINENSE C/30 COMP REV ,,4,"131,6000061","65,80000305",0,"13,77000046"
CETOPROFENO 50MG. 24CAPS MEDLEY,50mg cx 24 cap,5,"130,9199963","78,99999809",0,8
PEDIDERM SHAMPOO 100ML,"0,2mg shampoo fr 100ml",7,"130,9000053","84,15000343",1,"6,84375"
BISSULFATO DE CLOPIDOGREL 75MG 28 CAPS,75mg 4bl x 7 comp rev,1,"130,8600006","65,43000031",0,"35,47999954"
PAST.VICK C/5 UN CEREJA,CX.C/24X5 UN,50,"130,0000012","130,0000012",88,"1,906700015"
"NEOCOFLAN AEROSOL 11,6MG/85G - NEO QUIMICA HYPERMA",,4,130,65,7,10
FLUIMUCIL XAROPE 120 ML PEDIATRICO,XPE PED FR C/120ML                                ,3,"129,6399956","90,93000031",4,"31,29999924"
PREVIANE,63 COMPRIMIDOS,2,"128,9600067","103,1600037",1,"19,98999977"
STREPSILS,"8,75mg cx 8 past",14,"128,9500046","108,0099993",5,"10,43999958"
FUNCHICOREA PO 3 G,PO 3 G,7,"128,9400005","106,8599987",4,15
BALSAMO BENGUE POMADA 20 GR.,,8,"128,9199982","103,1599998",3,"11,73999977"
MIOFLEX A C/12 COMP,,7,"128,8400002","103,0600004",5,"14,22999954"
CELESTRAT XAROPE 120ML,2MG/5ML XPE X 120ML,5,"128,5899982","79,66999912",2,"9,875"
LEITE MAGNESIA PHIL HORT 120ML,,12,"127,7199984","105,3199997",1,"8,93999958"
TRIVAGEL-N CREME 60 G,,2,"127,5599976","102,0400009",1,"44,5"
SEAKALM 260MG C/20 CPR NATULAB,,3,"127,5099983","63,76000023",1,"11,94999981"
DOMPERIDONA,10mg cx 2bl x 15 comp,8,"126,8000031","63,43999863",2,"4,010000229"
DIPROSALIC POMADA 30 G,30 G POMADA,4,"126,3800011","101,1199989",2,"24,92000008"
PRESERV JONTEX ULT RE DE BOL C 3,,18,126,126,6,"3,859999895"
DIPIRONA SODICA 100ML,50mg/ml sol or fr x 100ml+cm,11,"125,1100025","95,97000217",2,"5,146699905"
PROPIOSOL CREME 30 GR. NEO QUIMICA,CREME 30 GR.,5,"125,0699978","62,52999878",4,"6,670000076"
HIPOGLOS CR AMENDOAS 80G,,5,125,115,3,"20,36000061"
NISTATINA SUSP 50ML GERMED,100mui sus oral fr 50ml+cgt,5,"124,6500015","62,35000134",1,"6,906666756"
PARACETAMOL GOTAS 15ML,200mg/ml sol oral fr gts 15ml,14,"123,8099985","64,91999865",10,"1,976699948"
VERTIGIUM 10 MG 2X25 CPRS,,11,"123,0300007","67,03000069",14,"5,525000095"
CORUS,50mg cx 30 comp rev,13,"122,6099997","92,52000046",10,"6,860000134"
MACH3 REG CG 1X3UN,,7,"122,5","122,5",2,"14,81000042"
EPAREMA FLACONETE C/1,CX.C/12 FLACONETE,36,"122,4000006","104,1600008",49,"2,505000114"
CALMAN LIQUIDO 100 ML,POPULAR,4,"122,1999969","97,76000214",5,"26,52000046"
DIUREMIDA 40MG 20 COMP,40mg cx 20 comp,15,"122,1900043","60,1600008",9,"2,389800072"
TANDRIFLAN C/30 COMPR.,TANDRIFLAN C/30 COMPR.,4,"121,9199982","69,55999947",1,"4,309999943"
ROC MINESOL OIL CONTROL FPS70 50G-OUTROS,,2,"121,7399979","109,5699997",0,"51,65999985"
SYSTANE UL,10ML,4,"121,5199966","121,5199966",0,"21,56999969"
PRELONE,11mg/ml fr gts 20ml,4,"121,4000015","97,11000061",1,"22,92000008"
DECADRON COMP ,10COMP,7,"121,0900002","96,87000084",3,"13,03999996"
ITRACONAZOL 100MG 15 CAPS,100mg cx 15 cap,1,"121,0500031","60,52999878",0,"27,45829964"
LACRIBELL                                         ,LATINOFARMA IND.15ML                            ,7,"120,9300003","96,75999832",2,"12,94999981"
BEPANTOL BABY BIS 30G,,6,120,103,0,"11,02000046"
LAKEMED SOL TOP FR 30ML,,3,120,104,1,"13,35999966"
PRESERVATIVO BLOWTEX MENTA C/3,BLOWTEX MENTA,60,120,120,97,"1,75999999"
VOXX CAFFEINE CAPS PT C/ 100,,3,120,120,2,"29,68000031"
KOLESTON 30 CASTANHO ESCURO,,6,"119,3999977","99,5",1,"11,97000027"
SOFT COLOR 30 CASTANHO ESCURO,,6,"119,3999977","107,4599991",1,"12,14999962"
ATENOLOL 50 MG,30COMP,6,"119,2499981","59,6099987",12,"4,025000095"
LIPISTAT 20MG 60COMP,20mg cx 6bl x 10 comp rev,1,"119,1500015","95,31999969",0,"86,19000244"
MOTILIUM SUSP. 100 ML,,2,"119,0299988","95,21999741",1,"46,18000031"
ESTOMAZIL ABACAXI,1 ENV.,47,"118,9099987","99,52999902",11,"1,767799973"
GERIATON  USO ADULTO,30 COMPRIMIDOS,2,"118,7600021",95,0,"45,90000153"
ACEBROFILINA ADULTO,120 ML,7,"118,6500053","93,24000168",18,"6,784999847"
MUCOXOLAN,15mg/5ml xpe fr 120ml ped,10,"118,5200005","75,59000015",3,"3,108333349"
DIGEPLUS,30 CAPSULAS,3,"118,4099998","94,72999954",1,"29,31999969"
TYLENOL CRIANCA 60 ML LIQUIDO,60 ML LIQUIDO FRUTAS,5,"118,0700035","94,44000244",2,"16,52330017"
GEROVITAL (GINSENG),60 CAPSULAS,1,"117,3399963","58,66999817",0,"42,27999878"
TROK-N POMADA 30G,TROK-N POMADA 30G,4,"117,2400017","93,80000305",0,"22,21999931"
VERSA 40MG 2 SERINGAS ,"100mg sol inj 2 ser preenc 0,4ml+sist seg",1,"117,1999969","93,76000214",0,"88,30000305"
DUOMO 2 MG,30 COMPRIMIDOS,4,"117,1699982","93,72000122",2,"21,87000084"
VOXX 3X PROTEIN PO SAC 300G SBR CHOC,,7,117,111,5,"13,10000038"
DIMEZIN 40 MG.C/20 COMPR.,40 MG.C/20 COMP.,12,"116,8800011","61,40000057",30,"2,869999886"
FENERGAN CREME 30GR,CREME 30 GR,7,"116,8300037","93,45000267",2,"12,56999969"
VALDA FRIENDS PAST S/ACUC 30X25G,,2,"116,5800018","93,26000214",2,"75,94999695"
REPARIL GEL,GEL,6,"116,4399948","93,1400013",3,"14,60000038"
PLANTAGOLD C/30 SACHES 5G LARANJA,,3,"115,6800041","77,12000275",0,"31,56999969"
GLIFAGE XR,750mg cx 30 comp,4,"115,6800003","98,20000076",1,"21,26000023"
SUMAX 25MG 4 COMP,25mg cx 4 comp rev,4,"115,5799999","92,4600029",1,"20,92000008"
RELESTAT,5ML,2,"115,5599976","92,44000244",0,"42,81999969"
SUPLEVIT C PREVENT 1 GR 10 CP VITAMINA C ,,7,"115,5","57,75",5,"3,236999989"
BEROTEC GOTAS 20 ML            *,GTS 20 ML NEBULIZACAO,16,"115,4199991","95,82999849",3,"5,519999981"
EXIMIA FORTALIZE KERA D 30 COMP,fortalize kera d fr 30 comp,1,"115,25","92,19999695",0,"86,20999908"
BISSULFATO DE CLOPIDOGREL 75MG 28 COMP,75mg estojo 28 comp,2,"114,8099976","91,85000229",1,"19,76000023"
TYLALGIN,200mg/ml fr gts 15ml,8,"114,6399994","57,36000061",12,"1,766000032"
POLARAMINE 120ML,LIQUIDO,5,"114,619997","100,789999",1,"17,28000069"
PEPSAMAR,230mg cx 50 comp,5,"114,3099995","90,32999992",3,"17,45999908"
ACETONIDO DE ALGESTONA+ENANTATO DE,150+10MG SOL INJ AMP X 1ML,10,"114,3000031","77,75",14,"5,465400219"
DESONOL CREME 30 G,CREME 30 GR,4,"114,1600037","82,76000023",1,"21,14999962"
MAGNESIA BISURADA C/40 PASTILHAS,C/40 PASTILHAS,5,"114,1499996","95,42000008",-2,"17,13999939"
FLEBON 50MG 30COMP,50mg cx 30 comp,2,"114,0200005","91,22000122",1,"44,43999863"
ABS INTIMUS GEL C-ABAS SUAVE NOTURNO L9P8UN (1-UN),,19,114,"110,4000006",9,"4,489999771"
PANTOPRAZOL 40MG 28COMP ,40mg cx 4bl x 7 comp rev,3,114,57,2,"11,14000034"
NORIPURUM FOLICO,30 COMP,2,"113,5199966","90,81999969",2,"42,95999908"
CONTRACEP 150MG/ML,1 AMPOLA,5,"113,4500027","90,74999809",1,"16,40999985"
KOLESTON 20 PRETO,,6,"113,3999977","113,3999977",2,"11,85000038"
BESEROL COMPR. C/12,CX C/12,6,"113,1600037","90,54000092",1,"13,15999985"
GLICEL,"2,254g cx 6 sup adu",7,"112,9199982","65,05999851",9,"5,229800224"
TADALAFILA 20MG 8 COMP,20mg cx 8 comp rev,1,"112,8600006","56,43000031",0,"32,97999954"
AIDE 3 10ML,200ui sol or fr 10ml,3,"112,2900009","93,56999969",1,"27,72999954"
TESS,21 COMP,6,"112,2599945","89,8200016",10,13
CECLOR,LIQ 100ML,1,"112,0899963","89,66999817",1,"81,08000183"
CENTROVITAM KIDS LARANJA 240ML ,,4,112,56,2,"11,72000027"
PAMP SUPERSEC PCTE ECO G 18UN,,7,112,112,1,"13,50500011"
CARGA MACH 3 C/2,GILLETE MACH 3 C/2,12,"111,8399963","111,8399963",15,"14,10750008"
MIOSAN CAF ,15 COMPRIMIDOS,5,"111,6000023","89,27999878",3,"17,53000069"
MAXIDRATE,6mg/g gel nasal fr 30gr,3,"110,5200005","90,93999863",1,"27,88999939"
PVPI SOLUCAO 100ML,,6,"110,5200005","81,7300005",0,"6,357500076"
ABS.OB MEDIO C/10,OB MEDIO C/10,17,"110,5","110,5",22,"7,119999886"
BIOZINC KIDS,fr 75ml,4,110,88,1,"20,53000069"
PAMP SUPERSEC PCTAO XG 22UN,,5,110,"105,6000004",5,"17,67000008"
PARACETAMOL+CLORIDRATO DE PSEUDOEFE,cx 2bl x 12 comp rev,10,"109,9599991","88,35999966",7,"5,980999947"
LENCO UMED DOVE BABY HIDR 50UN,,9,"109,7999983","109,7999983",3,"6,480000019"
"ONICORYL ESM. 2,5ML","50mg/ml esm x 2,5ml + (10esp+30sc+",1,"109,7099991","87,76999664",0,"82,30999756"
CAPTOPRIL 25 MG,30 COMPRIMIDOS,13,"109,590004","63,2799983",1,"1,019999981"
TOPISON,1MG CREME 20G,2,"109,5199966","87,62000275",0,"40,08000183"
MELOXICAM,15mg cx 10 comp,5,"108,9999962","65,39999771",3,"3,471199989"
NEUTROGENA NORW HD CORP FRAG500ML,,1,"108,4300003","86,73999786",0,"70,83999634"
BICARBONATO DE SODIO 100G.POTE FARMAX--,,24,108,"78,3000021",3,3
DES.AER.REXONA MEN ACTIVE 1X90 GR,,9,108,108,1,"8,800000191"
OSTEONUTRI 600MG+400MG 30COMP,600mg+400ui fr 30 comp rev,2,"107,7200012","86,18000031",1,"40,09999847"
REPELENTE OFF LOCAO 200ML GTS BRINDE,,6,"107,3999977","103,8199978",0,"14,5"
BICERTO 150MG 10 COMP LIB ,,3,"107,2900009","85,83000183",0,"26,61000061"
TRIMEB,200mg cx 60 cap,1,"107,2900009","85,83000183",0,"75,66000366"
DROPROPIZINA XPE ADULTO 120ML MEDLEY,3mg xpe fr 120ml+cm,6,"107,1299973","67,93999958",4,"6,119999886"
HIDROCLOROTIAZIDA,25mg cx 30 comp,25,"106,8600054","81,30000401",5,"0,769999981"
NAPRONAX 550 MG,10 COMPRIMIDOS,4,"106,8400002","61,52000046",0,"7,03000021"
FLAGASS C/20 COMPR.  ACHE,C/20 COMPR.  ACHE,5,"106,619997","85,28999901",0,"15,61999989"
BACINA (NEOM.BACITR) 15GR POMADA,NEOMIC.BACITRAC. BELFAR 15 GR,6,"106,5","53,21999931",5,"2,99000001"
CETOPROFENO,100mg cx 20 comp,3,"106,1600037","63,54000092",3,"18,43000031"
VOXX 100% PRO WHEY PO SAC 900G SBR BAU,,2,106,106,2,46
VOXX 100% PRO WHEY PO SAC 900G SBR MOR,,2,106,106,3,46
ATORVASTATINA CALCICA 40MG 30 COMP,40mg cx 30 comp rev,1,"105,9199982","52,95999908",0,"28,07999992"
RENU PLUS,kit 355+120ml+est de lentes+biotru,2,"105,7200012","95,15000153",1,"36,04000092"
TROMBOFOB GEL 40 G,,6,"105,5100002","87,85999775",1,"13,69999981"
TAMARINE CAPS. C/20,BARRENNE C/20 CAPSULAS,2,"105,25","84,20000076",0,"37,72999954"
ALBENDAZOL SUSP 10ML BIOS.,40mg/ml sus or fr 10ml,12,"105,1200027","66,58000183",0,"3,428299904"
SUPREMA 2MG C/28 COMPR.,1MG//2 MG.C/28 COMPR.,3,"104,8500023","83,87999916",0,"24,96999931"
MUPIROCINA,20mg pom derm bg 15g,3,"104,6099968","80,20999908",8,"11,02000046"
BENZIFLEX LIS 125+5MG 15 COMP,125+5mg cx 15 comp rev,4,"104,4000015","67,8599987",2,"9,128000259"
CENEVIT ZINCO,10 COMPRIMIDOS,7,"104,0199976","52,0099988",3,"5,701666832"
LUVA LATEX C PO SUPERMAX P,,4,104,104,1,"18,5"
MECLIN 25 MG.C/15 COMPR.,25MG CX 15 COMP                                   ,5,"103,3500004","82,70000458",1,"15,97000027"
IMEGOV 360COMP,cart+env 360 comp rev,1,"103,3099976","51,65000153",0,"36,04000092"
"CILODEX 5 ML COLIRIO""ALCON""",FRASCO C/5ML ALCON,3,"102,9900055","82,37999725",2,"25,75"
ACHEFLAN AEROSOL,75 ML,2,"102,5099983","82,01000214",1,"39,38000107"
FLORASTOR 12 CAPS-UN QUIM,,6,102,102,-2,"12,65877819"
ESPIRONOLACTONA,25MG CX 30 COMP,5,"101,8999958","63,16999722",1,"6,625"
CORUS,25mg cx 30 comp rev,3,"101,1699982","82,60000038",1,"23,56999969"
BRASART BCC,160+5mg cx 60 comp rev,1,"101,0299988","80,81999969",0,"65,23999786"
PYRIDIUM 200 MG DRG. C/18,200 MG. C/18 PFIZER,6,"100,8199997","80,65999985",1,"13,02999973"
DESLORATADINA,5mg cx 30 comp rev,1,"100,5199966","50,25999832",0,"27,95000076"
DAIVA,150+10mg/ml sol inj im ct amp vd a,7,"100,5000029","80,42000008",1,"9,699999809"
NATIFA C/28 COMP 1 MG ESTRADIOL,ESTRADIOL 1 MG,2,"100,4000015","80,31999969",0,"35,22000122"
VITACID PLUS,CREME BG 15G,1,"100,2200012","80,18000031",1,"71,43000031"
PRESTO ULTRAG CF C/20UN+ULTRAG3 C/4UN,,2,"99,95999908","79,95999908",5,"58,40999985"
LOSEC MUPS 10 MG C/14COMPRIMIDOS,C/14 COMPRIMIDOS,1,"99,55999756","79,65000153",3,"74,66999817"
MAREVAN,5MG CX 30 COMP,4,"99,54999924","79,6400032",6,"18,39999962"
SOFT COLOR 50 CASTANHO CLARO,,5,"99,49999809","83,57999992",2,"12,14999962"
CLORIDRATO DE CICLOBENZAPRINA,5mg cx 15 comp,7,"99,11999893","79,30999947",1,"3,400000095"
DERMACYD LIQ.FEMINA 200 ML,FEMINA LIQ.200 ML,3,"98,97000122","85,66000175",1,"22,23999977"
BRASART HCT,"80+12,5mg cx 30 comp rev",2,"98,87999725","79,09999847",0,"35,75999832"
ZYPRED COL. 3ML,fr 3ml,3,"98,82000351","79,05999947",1,"24,39500046"
CETOCONAZOL CREME 30G,20mg/g crem derm bg 30g,5,"98,54000092","49,25",1,"5,829999924"
FLAGASS GOTAS 10 ML  ACHE,GOTAS 10 ML ACHE,5,"98,45000267","78,75",0,"14,90999985"
PANTOPRAZOL,20mg cx 4bl x 7 comp rev,2,"98,27999878","49,13999939",0,"8,994999886"
DULCOLAX DRG. C/20,DRG C/20,15,"98,06000042","82,33999825",4,"5,03000021"
APARELHO DE PRESSAO DIGITAL MOD.3005,,1,98,98,0,"59,90999985"
TRIANCIL,20mg/ml sus inj fa 5ml,1,"97,76999664","78,22000122",0,"73,66000366"
CLORIDRATO DE HIDROXIZINA,2mg/ml sol or fr 100ml+ser dos,4,"97,76000214","48,88000107",0,"6,360000134"
DRENISON OCLUSIVO 200 CM,,1,"97,59999847","78,08000183",0,"70,29000092"
NEUTROGENA NORW HD CORP IN 500ML,,1,"97,59999847","78,08000183",0,"65,05999756"
ESC. DENTAL COLG 360G DEEP CLEAN ULTRA,,5,"97,5","81,90000153",-2,"12,89999962"
VECASTEN 30 COMP,cx 30 comp,1,"97,47000122","77,98000336",0,"73,77999878"
HEXOMEDINE COLUTORIO 50 G SPRAY *,SPRAY 50 G COLUTORIO,2,"97,12000275","77,69999695",3,"35,99000168"
DOMPERIDONA,10mg cx 30 comp,6,"96,75999832","53,14999962",1,"4,510000229"
PROPIONATO DE CLOBETASOL,"0,5mg/g sol cap fr gts x 50g",3,"96,6400032","48,3200016",3,"10,97500038"
ACECLOFENACO,100mg cx 2bl x 6 comp rev,3,"96,56999969","48,29999924",-1,"8,029999733"
EUPROSTATIN ,COMP 2MG,3,"96,54000092","77,21999931",1,"23,28000069"
POLVILHO ANT.100 GR GRANADO.,ANTISSEPTICO GRANADO 100 GR.,8,"96,27000046","91,40000057",20,"8,270000458"
PANTOPRAZOL,20mg cx 4bl x 7 comp rev,2,"96,19999695","48,09999847",0,"8,130000114"
ALIVIOL AEROSOL ICE ARNICA 120ML,,3,96,64,-1,"11,14000034"
DES.AER.REXONA MEN V8 1X90 GR,,8,96,96,6,"8,720000267"
PAMP SUPERSEC PCTE ECO M 20UN,,6,96,"92,80000019",4,"13,50599957"
VOXX CREATINE CAPS PT C/ 100,,3,96,96,1,"22,98999977"
ABS.INTIMUS GEL SOFT SEM ABAS C/8 UNID.,NORMAL SOFT SEM ABAS,27,"95,77999949","95,77999949",23,"2,579999924"
CLORIDRATO DE CICLOBENZAPRINA,10mg cx 15 comp rev,6,"95,75999832","47,88000011",2,"4,566699982"
TANISEA 20MG/ML SUSP 45ML,,3,"95,25999832","76,21000099",2,"23,76000023"
MANITOL 20% 250ML JP-,,9,95,95,0,8
DESLORATADINA,5mg cx 30 comp rev,1,"94,97000122","47,49000168",0,"18,71100044"
CALDE MAG C/60 COMP,,1,"94,84999847","75,87999725",0,"70,26999664"
DOLAMIN FLEX,125+5MG CX 15 COMP,2,"94,55999756","75,63999939",0,"35,63000107"
EPISOL COLOR FP70 MOREN MAIS 40G,,1,"94,44999695","75,55999756",0,"61,70999908"
AMBROL 30MG/5ML XPE ADU BAUNILHA/PESSEGO 100ML ,,4,"94,44000244","47,24000168",2,"3,308333397"
SORINE INF,30ML,8,94,"75,20000076",4,"8,409999847"
VENALOT CREME 240ML,5mg/ml+50ui/ml crem derm fr x 240m,2,"93,18000031","79,20000076",2,"39,93000031"
FENAFLAN D 50 MG.C/20 COMPR.,TEUTO D 50MG. C/20 COMP.,11,"93,17000294","46,53000021",-1,"2,460000038"
NACTALI,75mcg cx 84 comp rev,1,"93,16999817","74,54000092",1,"65,37999725"
DRENISON N CREME 30 G,CREME,3,"92,99999809","74,40000153",1,"22,71999931"
POLARAMINE 2 MG C/20 COMPR. *,2 MG C/20 COMPR.,5,"92,98999786","68,96000004",3,"13,78999996"
CETOCONAZOL,200MG CX 30 COMP,1,"92,72000122","46,36000061",0,"24,57999992"
BESILATO DE ANLODIPINO,10mg cx 30 comp,2,"92,54000092","46,25999832",0,"7,079999924"
PRIMOSISTON ORAL 30 COMP,"2+0,01mg cx 30 comp",9,"92,43000031","76,01000214",1,"7,710000038"
CEFADROXIL 500MG 8 CAPS.GENERICO EUROFARMA,GENERICO EUROFARMA,2,"92,26000214","73,80000305",0,"12,22999954"
BUPROVIL,300mg cx 20 comp,6,"92,21999931","58,30000019",4,"3,390000105"
BEB VINHO GALIOTTO TINTO 1L SECO VD,,4,92,"73,59999847",0,"16,99250031"
LIPLESS 100 MG.C/30 COMPR.,100 MG.C/30 COMPR.,1,"91,88999939","73,51000214",2,"63,81000137"
CICLOPIROX OLAMINA SOL 15ML,10mg sol top fr 15ml,4,"91,55999756","45,79999924",0,"5,933666706"
"NESINA MET 12,5MG+850MG 60 COMP","12,5+850mg cx 60 comp rev",1,"91,34999847","73,08000183",0,"68,84999847"
ACETILCISTEINA,600mg gran 16 env x 5g,2,"90,80000305","59,02000046",0,"14,60000038"
ASEPXIA SABONETE ESFOLIANTE 90GR,,9,90,88,3,"5,739999771"
BOLSA TERMICA TERMOGEL GR. COD.70018,TERMOGEL (QUENTE FRIA),6,90,84,2,"10,69999981"
DESOD REXONA AEROSOL WOMEN POWDER DRY 150ML,,6,90,72,4,"8,569999695"
FITA MICROPOROSA MISSNER ,10CMX4.5M,10,90,90,10,"6,099999905"
NENE-DENTE N GEL 10 G,TUBO.GEL 10 GR,8,"89,68000031","71,76000214",2,"9,31000042"
NIMESULIDA GOTAS 15ML,50mg fr 15ml,4,"89,51999664","51,46999836",0,"6,070000172"
ALBEL,200mg/5ml sus fr 10ml,11,"88,99000168","44,5500021",1,"1,99000001"
BELARA C21 COMPRIMIDOS,,2,"88,86000061","71,08000183",3,"34,75999832"
SINVASTATINA 20MG 30COMP,20mg cx 30 comp rev,3,"88,59000206","44,31000137",0,"5,664999962"
SIGMA CLAV BD C/14 COMPR.875/125 MG.,875/125 MG.C/14 COMPR.,1,"88,34999847","70,68000031",1,"63,90999985"
CAPTOPRIL 25 MG ,30 COMPRIMIDOS,14,"88,20000267","75,60000229",30,"1,539999962"
P SOLAR SUNDOWN ECON FPS50 200,,2,"88,05000305","80,42000198",0,"25,53000069"
"CLOPIDOGREL, BISSULFATO 75MG 14 COMP",75mg 2bl cx 7 comp rev,2,"87,91999817","70,33999634",0,"11,92000008"
FLORAC,5 FL 5ML,3,"87,51000023","70,01000023",5,"20,64999962"
ABS SYM NOTURNO C/AB L8P7UN,,30,"87,30000257","86,72000241",-7,"35,95999908"
SANY D 50000 4 COMP,50.000ui cx 4 comp rev,1,"87,23000336","69,77999878",1,"51,63000107"
ABS ALWAYS NOITE TRANQ C-ABAS SUAVE L8P7UN (1-UN),,13,"87,09999752","85,75999784",11,"4,775000095"
VOXX 3X PROTEIN PO SAC 300G SBR MOR,,5,87,"83,39999962",8,"12,56999969"
"UNTRAL 2,5MG CPS 1X30-OUTROS",,1,"86,97000122","69,58000183",0,"61,75999832"
SEAKALM SOLUCAO 90MG/ML 100ML,,2,"86,95999908","43,4800005",5,"12,94999981"
SIMETICONA,75mg emul fr gts 15ml,6,"86,87999725","43,43999863",1,"4,198299885"
IMECAP HAIR 60CAPS,cx 60 cap dura,1,"86,48999786","69,19000244",0,"52,40999985"
NISULID 100MG,COMPRIMIDO,2,"86,23999786",69,2,"32,91999817"
AGUA BORICADA 3% FARMAX 100ML,,66,"85,79999685","85,79999685",44,"1,428300023"
MERCILON COMPR. C/21,CX C/21,2,"85,59999847","68,48000336",1,"32,09999847"
LUFTAGASTROPRO 12 SACHES 10ML,sus oral 12 sache 10ml,4,"85,04000092","68,04000092",1,"15,96000004"
BERLISON CREME 30G,CREME 30 GR,3,"85,02000046","68,01000023",0,"21,53000069"
STEZZA,"2,5+1,5mg cx 1bl x 28 comp",2,"84,80000305","67,83999634",1,"32,75"
CIPROFIBRATO 100MG 30 COMP,100mg x 30cpr,1,"84,62999725","42,31999969",0,"22,44000053"
XANTINON 100COMP,drg ct 10 bl x 10 emb mult,3,"84,42000008","67,53000069",1,"22,11000061"
FUMARATO DE CETOTIFENO XPE 120ML,"0,2mg xpe fr 120ml",2,"84,29000092","42,14999962",0,"10,64000034"
ABS INTERNO INTIMUS 8UN INTENSO,,14,84,84,10,"5,079999924"
ALGODAO APOLO BOLAS 50 GR,,24,84,84,11,"2,130000114"
DERMOTRIZOL SOL. TOP. 30ML,10mg/ml sol top fr x 30ml,4,84,"65,09999847",2,"6,590000153"
ACETILCISTEINA,20mg xpe fr 120ml inf,4,"83,87999725","41,95999908",3,"5,199999809"
VASELINA SOLIDA 25 GR FARMAX,,22,"83,59999895","69,15999913",3,2
INIBINA 10 MG COMPR. C/20,,1,"83,16000366","66,52999878",0,"62,38999939"
GROW VIT BB 20ML ,,3,"82,94999886","66,36000252",1,"20,82999992"
MATER CARE,60 G,2,"82,80000305","82,80000305",0,"87,29000092"
CLORIDRATO DE PROPRANOLOL,40 mg com ct bl al plas opc x 30,27,"82,77000022","72,98000014",15,"1,386700034"
BROMIDRATO DE FENOTEROL 5MG/ML,SOLU��O ORAL,18,"82,34000301","60,81000113",27,"3,299999952"
DEXASON (DEXAMETASONA) CREME 10 GR,DEXAMETAZONA TEUTO CREME 10 GR-TU,11,"82,28000021","41,1400001",27,"2,230000019"
ATENOLOL 25MG 30 COMP BIOS.,25mg cx 30 comp,6,"82,19999886","45,20999956",0,"5,190000057"
DIPRO. DE BETAMETAZONA + ACIDO SALICILICO,POMADA 30 G,4,"82,08000183","41,05999947",8,"5,46999979"
HIPOGLOS,POM BG PLAST 90G,3,"82,02999878","70,87000084",0,"21,86000061"
MIOSAN,10MG CX 10 COMP,5,"82,02999687","65,61999893",1,"12,98999977"
BENZODERM,sabonete 60g,6,"82,01999855","47,90999937",-1,"4,980000019"
PRESERVATIVO OLLA LUBRIF.C/3,OLLA LUBRIFICADO C/3,41,82,82,12,"4,639999866"
PREVIANE C/21 COMPR.,C/21 COMP.,3,"81,84000206","57,27999973",0,"8,460000038"
ACTINE SAB LIQ 240ML-PERFUMARIA,,2,"81,80000305","81,80000305",1,"31,02000046"
ACIDO MEFENAMICO,500mg cx 2bl x 12 comp,4,"81,72000122","53,11000061",5,"9,09829998"
HISTADIN D,5+120mg cx 12 drg,2,"81,66000366","40,84000015",0,"21,90999985"
FOSFATO S�DICO DE PREDNISOLONA 60ML,"3,0mg/ml sol or cx 60ml + cp med",6,"81,60000229","54,40000153",0,"5,49669981"
